element,sp_num,obs_wl_vac(A),unc_obs_wl,ritz_wl_vac(A),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Fe,2,1405.876,0.002,1405.87453,0.00008,800,,,46967.4751,118097.578,3d6.(5D).4p,z 4P*,5/2,3d5.4p2,4P,5/2,,,L18349c140,
Fe,23,,,1406.47,0.10,,7.2E+03,C,956100,1027200,1s2.2p2,3P,0,1s2.2p2,3P,1,M1,T4492,,
Fe,5,1406.669,0.004,1406.671,0.003,2300,8.5E+08,B,196838.70,267928.54,3d3.(4F).4s,3F,4,3d3.(4F).4p,3F*,4,,T6653c93,L3625,
Fe,2,1406.723,0.002,1406.72181,0.00006,1100,,,21812.0454,92899.306,3d6.(3P2).4s,b 4P,3/2,3d6.(3F1).4p,4D*,5/2,,,L18349c140,
Fe,5,1406.824,0.004,1406.822,0.003,2500,7.9E+08,C+,216537.95,287620.17,3d3.(2D2).4s,3D,3,3d3.(2D2).4p,3F*,4,,T6653c93,L3625,
Fe,5,1407.007,0.004,1407.0098,0.0020,500,1.3E+08,C,215782.44,286855.15,3d3.(2D2).4s,3D,1,3d3.(4P).4p,3D*,1,,T6653c93,L3625,
Fe,2,1407.103,0.002,1407.09331,0.00006,600,,,43238.6066,114307.099,3d6.(5D).4p,z 6P*,5/2,3d6.(5D).6d,6F,5/2,,,L18349c140,
Fe,5,1407.246,0.004,1407.247,0.003,1900,9E+08,B,221304.88,292365.63,3d3.(2H).4s,1H,5,3d3.(2H).4p,1I*,6,,T6653c93,L3625,
Fe,2,1407.288,0.002,1407.29332,0.00006,1700,,,42658.2444,113716.636,3d6.(5D).4p,z 6P*,7/2,3d6.(5D).6d,113716,7/2,,,L18349c140,
Fe,2,1407.446,0.002,1407.44713,0.00008,5000,,,21307.999,92358.625,3d7,a 2D2,3/2,3d5.(4G).4s.4p.(3P*),v 4F*,3/2,,,L18349c140,
Fe,2,1407.482,0.002,1407.48272,0.00006,7000,1.9E+07,D+,22939.3512,93988.181,3d6.(3F2).4s,b 4F,5/2,3d5.(4G).4s.4p.(3P*),w 4G*,5/2,,T6892c83,L18349c140,
Fe,5,1407.568,0.004,1407.564,0.003,280,7E+06,E,217122.30,288167.02,3d3.(2H).4s,3H,6,3d3.(2H).4p,3I*,6,,T9277,L3625,
Fe,3,1407.694,0.005,1407.6997,0.0014,980,,,66523.30,137561.18,3d5.(4P).4s,5P,2,3d5.(4F).4p,5D*,1,,,L11223,
Fe,3,1408.017,0.005,1408.0263,0.0012,1300,,,66523.30,137544.70,3d5.(4P).4s,5P,2,3d5.(4F).4p,5D*,2,,,L11223,
Fe,5,1408.117,0.004,1408.119,0.003,1600,4.4E+08,C,186725.71,257742.43,3d3.(4F).4s,5F,2,3d3.(4F).4p,3D*,1,,T6653c93,L3625,
Fe,2,1408.422,0.005,1408.41616,0.00006,3200,,,21430.3564,92432.098,3d6.(3H).4s,a 4H,11/2,3d5.(4D).4s.4p.(3P*),6F*,11/2,,,L18349c141,
Fe,2,1408.473,0.005,1408.48432,0.00010,9000,8E+07,D+,21251.5833,92249.889,3d6.(3H).4s,a 4H,13/2,3d5.(4G).4s.4p.(3P*),x 4H*,13/2,,T6892c83,L18349c144,
Fe,2,1408.528,0.005,1408.51794,0.00008,3200,,,21430.3564,92426.967,3d6.(3H).4s,a 4H,11/2,3d5.(4G).4s.4p.(3P*),v 4F*,9/2,,,L18349c141,
Fe,5,1408.801,0.004,1408.7993,0.0022,720,5.5E+07,C,221304.88,292287.31,3d3.(2H).4s,1H,5,3d3.(2H).4p,3G*,5,,T6653c93,L3625,
Fe,3,1408.830,0.010,1408.8257,0.0020,980p,,,66592.08,137573.18,3d5.(4P).4s,5P,1,3d5.(4F).4p,5D*,0,,,L11223,
Fe,5,1409.026,0.004,1409.0254,0.0022,1900,6.3E+08,C,187157.65,258128.69,3d3.(4F).4s,5F,3,3d3.(4F).4p,5D*,2,,T6653c93,L3625,
Fe,3,1409.071,0.005,1409.0639,0.0014,540,,,66592.08,137561.18,3d5.(4P).4s,5P,1,3d5.(4F).4p,5D*,1,,,L11223,
Fe,2,1409.125,0.002,1409.1266,0.0010,1700,6E+06,D,31483.1979,102449.14,3d6.(3D).4s,b 4D,7/2,3d5.(4D).4s.4p.(3P*),2D*,5/2,,T6892c83,L18349c140,
Fe,5,1409.220,0.004,1409.2236,0.0022,1900,7.7E+08,C+,187719.04,258680.10,3d3.(4F).4s,5F,4,3d3.(4F).4p,5D*,3,,T6653c93,L3625,
Fe,3,1409.306,0.010,1409.2875,0.0010,6000p,,,66465.04,137422.88,3d5.(4P).4s,5P,3,3d5.(4F).4p,5D*,3,,,L11223,
Fe,2,1409.307,0.002,1409.30625,0.00006,7000,4.2E+07,D+,23031.2829,93988.181,3d6.(3F2).4s,b 4F,3/2,3d5.(4G).4s.4p.(3P*),w 4G*,5/2,,T6892c83,L18349c140,
Fe,5,1409.451,0.004,1409.451,0.003,3800,8.7E+08,B,188395.37,259344.97,3d3.(4F).4s,5F,5,3d3.(4F).4p,5D*,4,,T6653c93,L3625,
Fe,5,1409.723,0.004,1409.7226,0.0018,410,1.04E+08,C,212817.95,283753.89,3d3.(4P).4s,3P,1,3d3.(2P).4p,3D*,1,,T6653c93,L3625,
Fe,2,1409.746,0.002,1409.74894,0.00006,1700,,,43238.6066,114173.223,3d6.(5D).4p,z 6P*,5/2,3d6.(5D).6d,6D,7/2,,,L18349c140,
Fe,5,1409.846,0.004,1409.8484,0.0020,800,1.7E+08,C,209109.88,280039.49,3d3.(2G).4s,3G,4,3d3.(2G).4p,3G*,5,,T6653c93,L3625,
Fe,2,1410.086,0.002,1410.08819,0.00008,400,,,21307.999,92225.549,3d7,a 2D2,3/2,3d6.(5D).5p,4P*,3/2,,,L18349c140,
Fe,2,1410.138,0.002,1410.12681,0.00008,1100bl(Fe II)*,,,27620.4033,98536.011,3d6.(3F2).4s,a 2F,5/2,3d5.(4D).4s.4p.(3P*),4F*,7/2,,,L18349c140,
Fe,2,1410.138,0.002,1410.14221,0.00010,1100bl(Fe II)*,,,21251.5833,92166.417,3d6.(3H).4s,a 4H,13/2,3d5.(4G).4s.4p.(3P*),x 4H*,11/2,,,L18349c140,
Fe,2,1410.270,0.002,1410.27031,0.00008,3400,,,21307.999,92216.391,3d7,a 2D2,3/2,3d6.(3P1).4p,u 2D*,3/2,,,L18349c140,
Fe,3,1410.446,0.005,1410.4456,0.0010,1800,,,66523.30,137422.88,3d5.(4P).4s,5P,2,3d5.(4F).4p,5D*,3,,,L11223,
Fe,2,1410.528,0.002,1410.52663,0.00006,700,,,42334.8444,113230.351,3d6.(5D).4p,z 6F*,5/2,3d6.(5D).7s,6D,3/2,,,L18349c140,
Fe,2,1410.605,0.002,1410.60416,0.00006,1300bl(Fe II)*,,,22939.3512,93830.961,3d6.(3F2).4s,b 4F,5/2,3d5.(4D).4s.4p.(3P*),6D*,5/2,,,L18349c140,
Fe,2,1410.605,0.002,1410.60595,0.00006,1300bl(Fe II)*,,,36126.412,107017.932,3d6.(3D).4s,b 2D,3/2,3d5.(2D3).4s.4p.(3P*),4D*,5/2,,,L18349c140,
Fe,3,1410.971,0.005,1410.9728,0.0010,1300,,,63487.32,134360.41,3d5.(4G).4s,5G,4,3d5.(a 2F).4p,1G*,4,,,L11223,
Fe,5,1411.069,0.004,1411.0703,0.0016,410,3.1E+07,C,212817.95,283686.14,3d3.(4P).4s,3P,1,3d3.(2D2).4p,3P*,2,,T6653c93,L3625,
Fe,6,,,1411.221,0.010,,1.6E-02,E,1188.3,72048.9,3d3,4F,7/2,3d3,2D1,3/2,E2,T3475,,
Fe,2,1411.335,0.005,1411.33616,0.00006,1000,,,43620.9842,114475.826,3d6.(5D).4p,z 6P*,3/2,3d6.(5D).6d,114475,5/2,,,L18349c141,
Fe,2,1411.423,0.002,1411.42298,0.00006,4000bl(Fe II)*,,,21581.6151,92432.098,3d6.(3H).4s,a 4H,9/2,3d5.(4D).4s.4p.(3P*),6F*,11/2,,,L18349c140,
Fe,2,1411.423,0.002,1411.42348,0.00008,4000bl(Fe II)*,4.6E+06,D,22637.1950,93487.653,3d6.(3F2).4s,b 4F,9/2,3d6.(3F1).4p,u 4F*,7/2,,T6892c83,L18349c140,
Fe,2,1411.481,0.002,1411.48426,0.00012,7000,2.7E+07,D+,22637.1950,93484.602,3d6.(3F2).4s,b 4F,9/2,3d6.(3F1).4p,u 4F*,9/2,,T6892c83,L18349c140,
Fe,5,1411.566,0.004,1411.5675,0.0022,1100,3E+08,C,209523.71,280366.94,3d3.(2G).4s,3G,5,3d3.(2G).4p,3F*,4,,T6653c93,L3625,
Fe,2,1412.036,0.002,1412.03982,0.00010,2800,,,21430.3564,92249.889,3d6.(3H).4s,a 4H,11/2,3d5.(4G).4s.4p.(3P*),x 4H*,13/2,,,L18349c140,
Fe,2,1412.468,0.005,1412.46680,0.00006,1000,,,44232.5398,115030.664,3d6.(5D).4p,z 4F*,9/2,3d6.(3D).4d,4F,9/2,,,L18349c141,
Fe,2,1412.648,0.002,1412.64650,0.00008,800,,,38214.503,109003.621,3d6.(1D2).4s,c 2D,3/2,3d5.(2F1).4s.4p.(3P*),4D*,3/2,,,L18349c140,
Fe,2,1412.834,0.002,1412.84217,0.00006,7000,1.4E+07,D+,1872.5998,72651.914,3d7,a 4F,9/2,3d6.(3D).4p,w 4D*,7/2,,T6892c83,L18349c140,
Fe,2,1413.201,0.002,1413.20229,0.00006,1100bl(Fe II)*,,,42114.8380,112876.116,3d6.(5D).4p,z 6F*,9/2,3d6.(5D).7s,4D,7/2,,,L18349c140,
Fe,2,1413.201,0.002,1413.20634,0.00008,1100bl(Fe II)*,,,44784.7859,115545.861,3d6.(5D).4p,z 4D*,5/2,3d5.4s.(5S).5s,4S,3/2,,,L18349c140,
Fe,2,1413.426,0.002,1413.42583,0.00006,800,,,42237.0575,112987.144,3d6.(5D).4p,z 6F*,7/2,3d6.(5D).7s,6D,5/2,,,L18349c140,
Fe,2,1413.485,0.002,1413.47664,0.00006,260,,,44232.5398,114980.083,3d6.(5D).4p,z 4F*,9/2,3d6.(5D).6d,6P,7/2,,,L18349c140,
Fe,3,1413.534,0.005,1413.5303,0.0012,540,,,66465.04,137209.90,3d5.(4P).4s,5P,3,3d5.(4F).4p,5D*,4,,,L11223,
Fe,3,1413.585,0.015,1413.6036,0.0010,400,,,70725.46,141466.65,3d5.(4G).4s,3G,3,3d5.(4F).4p,3D*,3,,,L11223,
Fe,2,1413.698,0.002,1413.70609,0.00010,7000,8E+07,D+,21430.3564,92166.417,3d6.(3H).4s,a 4H,11/2,3d5.(4G).4s.4p.(3P*),x 4H*,11/2,,T6892c83,L18349c140,
Fe,3,1413.774,0.005,1413.7729,0.0014,3300,,,50276.19,121008.91,3d6,b 3F,4,3d5.(4D).4p,5F*,3,,,L11223,
Fe,2,1414.054,0.002,1414.05406,0.00006,1600,,,21581.6151,92300.269,3d6.(3H).4s,a 4H,9/2,3d5.(4D).4s.4p.(3P*),6F*,9/2,,,L18349c140,
Fe,2,1414.154,0.005,1414.16294,0.00006,8000,,,2430.1369,73143.346,3d7,a 4F,7/2,3d6.(1G2).4p,w 2G*,7/2,,,L18349c141,
Fe,2,1414.281,0.005,1414.27175,0.00008,800,,,47389.809,118097.578,3d6.(5D).4p,z 4P*,3/2,3d5.4p2,4P,5/2,,,L18349c141,
Fe,2,1414.697,0.002,1414.69580,0.00010,6000bl(Fe II)*,,,13673.2045,84359.779,3d7,a 4P,3/2,3d6.(1F).4p,v 2D*,3/2,,,L18349c147,
Fe,2,1414.697,0.002,1414.70384,0.00014,6000bl(Fe II)*,,,21430.3564,92116.529,3d6.(3H).4s,a 4H,11/2,3d5.(4G).4s.4p.(3P*),x 4H*,9/2,,,L18349c147,
Fe,2,1414.697,0.002,1414.70500,0.00006,6000bl(Fe II)*,,,43620.9842,114307.099,3d6.(5D).4p,z 6P*,3/2,3d6.(5D).6d,6F,5/2,,,L18349c147,
Fe,5,1414.832,0.004,1414.832,0.003,1200,1.4E+08,C,195933.16,266612.93,3d3.(4F).4s,3F,3,3d3.(4F).4p,3F*,2,,T6653c93,L3625,
Fe,2,1414.880,0.002,1414.88130,0.00006,6000,1.7E+07,D+,22810.3459,93487.653,3d6.(3F2).4s,b 4F,7/2,3d6.(3F1).4p,u 4F*,7/2,,T6892c83,L18349c140,
Fe,2,1414.941,0.002,1414.94238,0.00010,6000,5E+06,D,22810.3459,93484.602,3d6.(3F2).4s,b 4F,7/2,3d6.(3F1).4p,u 4F*,9/2,,T6892c83,L18349c140,
Fe,3,1414.943,0.010,1414.9531,0.0012,980p,,,70725.46,141399.18,3d5.(4G).4s,3G,3,3d5.(4F).4p,3D*,2,,,L11223,
Fe,2,1415.030,0.005,1415.03122,0.00006,2900,,,23317.6351,93987.454,3d5.4s2,a 6S,5/2,3d5.(4D).4s.4p.(3P*),6D*,7/2,,,L18349c141,
Fe,5,1415.146,0.004,1415.1381,0.0018,1100,1.19E+08,C,208837.95,279502.43,3d3.(2G).4s,3G,3,3d3.(2G).4p,3G*,4,,T6653c93,L3625,
Fe,5,1415.196,0.004,1415.2028,0.0024,2000,9E+08,B,216779.13,287440.38,3d3.(2H).4s,3H,4,3d3.(2H).4p,3I*,5,,T6653c93,L3625,
Fe,2,1415.391,0.005,1415.38210,0.00006,1100,,,42334.8444,112987.144,3d6.(5D).4p,z 6F*,5/2,3d6.(5D).7s,6D,5/2,,,L18349c141,
Fe,2,1415.572,0.002,1415.56227,0.00008,6000,,,38164.220,108807.527,3d6.(1D2).4s,c 2D,5/2,3d6.(3P2).5p,4P*,5/2,,,L18349c140,
Fe,2,1415.668,0.002,1415.67039,0.00008,1200,,,15844.6485,86482.560,3d7,a 2G,9/2,3d6.(1F).4p,u 2F*,7/2,,,L18349c140,
Fe,2,1415.763,0.002,1415.76347,0.00010,6000,1.6E+07,D+,25428.7893,96062.057,3d6.(3G).4s,a 4G,11/2,3d5.(4G).4s.4p.(3P*),2H*,11/2,,T6892c83,L18349c140,
Fe,2,1415.933,0.002,1415.93369,0.00006,4000,,,2430.1369,73054.913,3d7,a 4F,7/2,3d6.(1G2).4p,x 2F*,5/2,,,L18349c140,
Fe,2,1416.071,0.002,1416.06938,0.00006,320,,,21711.8963,92329.905,3d6.(3H).4s,a 4H,7/2,3d5.(4G).4s.4p.(3P*),v 4F*,5/2,,,L18349c140,
Fe,3,1416.139,0.005,1416.1299,0.0010,400,,,69838.15,140453.14,3d5.(4D).4s,5D,2,3d5.(a 2F).4p,1F*,3,,,L11223,
Fe,5,1416.219,0.004,1416.2196,0.0024,970,6.2E+08,C,220620.76,291231.28,3d3.(2D2).4s,1D,2,3d3.(2D2).4p,1F*,3,,T6653c93,L3625,
Fe,2,1416.629,0.002,1416.62975,0.00006,6000,1.1E+07,D+,21581.6151,92171.690,3d6.(3H).4s,a 4H,9/2,3d6.(3F1).4p,u 2G*,9/2,,T6892c83,L18349c140,
Fe,2,1416.712,0.005,1416.71058,0.00006,8000,,,2430.1369,73016.184,3d7,a 4F,7/2,3d6.(1G2).4p,x 2F*,7/2,,,L18349c141,
Fe,2,1416.723,0.002,1416.71506,0.00006,6000bl(Fe II)*,,,42401.3198,112987.144,3d6.(5D).4p,z 6F*,3/2,3d6.(5D).7s,6D,5/2,,,L18349c140,
Fe,2,1416.723,0.002,1416.7304,0.0006,6000bl(Fe II)*,1.1E+07,D,22810.3459,93395.407,3d6.(3F2).4s,b 4F,7/2,3d6.(3F1).4p,u 4F*,5/2,,T6892c83,L18349c140,
Fe,5,1416.832,0.004,1416.8290,0.0022,200,4.5E+06,D+,216860.23,287440.38,3d3.(2H).4s,3H,5,3d3.(2H).4p,3I*,5,,T6653c93,L3625,
Fe,5,1417.001,0.004,1417.0030,0.0020,500,4.5E+07,C,216537.95,287109.43,3d3.(2D2).4s,3D,3,3d3.(2P).4p,3F*,3,,T6653c93,L3625,
Fe,2,1417.467,0.002,1417.46856,0.00006,6000,6E+06,D,22939.3512,93487.653,3d6.(3F2).4s,b 4F,5/2,3d6.(3F1).4p,u 4F*,7/2,,T6892c83,L18349c140,
Fe,2,1417.733,0.002,1417.73761,0.00014,7000,6.4E+07,D+,21581.6151,92116.529,3d6.(3H).4s,a 4H,9/2,3d5.(4G).4s.4p.(3P*),x 4H*,9/2,,T6892c83,L18349c140,
Fe,2,1417.985,0.002,1417.98174,0.00008,800,,,23317.6351,93840.405,3d5.4s2,a 6S,5/2,3d5.(4D).4s.4p.(3P*),6D*,3/2,,,L18349c140,
Fe,6,,,1418.052,0.010,,2.5E-01,E,1188.3,71707.6,3d3,4F,7/2,3d3,2D1,5/2,M1,T3475,,
Fe,6,,,1418.052,0.010,,4.9E-03,E,1188.3,71707.6,3d3,4F,7/2,3d3,2D1,5/2,E2,T3475,,
Fe,5,1418.123,0.004,1418.1223,0.0020,1600,6E+08,C+,209523.71,280039.49,3d3.(2G).4s,3G,5,3d3.(2G).4p,3G*,5,,T6653c93,L3625,
Fe,2,1418.172,0.002,1418.17165,0.00006,700,,,23317.6351,93830.961,3d5.4s2,a 6S,5/2,3d5.(4D).4s.4p.(3P*),6D*,5/2,,,L18349c140,
Fe,2,1418.287,0.002,1418.2903,0.0006,4000,,,21581.6151,92089.043,3d6.(3H).4s,a 4H,9/2,3d5.(4G).4s.4p.(3P*),x 4H*,7/2,,,L18349c140,
Fe,2,1418.378,0.002,1418.38502,0.00006,5000,,,21812.0454,92314.764,3d6.(3P2).4s,b 4P,3/2,3d6.(5D).5p,4P*,1/2,,,L18349c140,
Fe,2,1418.586,0.002,1418.58542,0.00006,4000bl(Fe II)*,,,42114.8380,112607.597,3d6.(5D).4p,z 6F*,9/2,3d6.(5D).7s,6D,7/2,,,L18349c140,
Fe,2,1418.586,0.002,1418.58693,0.00010,4000bl(Fe II)*,,,22637.1950,93129.879,3d6.(3F2).4s,b 4F,9/2,3d6.(3F1).4p,4D*,7/2,,,L18349c140,
Fe,2,1418.853,0.002,1418.85337,0.00006,6000,,,1872.5998,72352.046,3d7,a 4F,9/2,3d6.(3D).4p,w 4F*,7/2,,,L18349c140,
Fe,5,1419.293,0.006,1419.296,0.004,2500,4.4E+08,C,216651.97,287109.43,3d3.(2D2).4s,3D,2,3d3.(2P).4p,3F*,3,,T6653c93,"L7183,L11803",
Fe,2,1419.324,0.002,1419.3244,0.0006,6000,2.6E+07,D+,22939.3512,93395.407,3d6.(3F2).4s,b 4F,5/2,3d6.(3F1).4p,u 4F*,5/2,,T6892c83,L18349c140,
Fe,2,1419.446,0.002,1419.4446,0.0008,600,8E+06,D,31999.049,102449.14,3d7,b 2F,7/2,3d5.(4D).4s.4p.(3P*),2D*,5/2,,T6892c83,L18349c140,
Fe,2,1419.602,0.002,1419.60243,0.00006,4000,,,21711.8963,92154.154,3d6.(3H).4s,a 4H,7/2,3d5.(4D).4s.4p.(3P*),6F*,7/2,,,L18349c140,
Fe,2,1419.779,0.002,1419.76707,0.00008,6000,6E+06,D,25805.3270,96239.416,3d6.(3G).4s,a 4G,9/2,3d5.(4G).4s.4p.(3P*),2H*,9/2,,T6892c83,L18349c140,
Fe,2,1419.868,0.002,1419.86731,0.00006,5000,,,41968.0698,112397.186,3d6.(5D).4p,z 6F*,11/2,3d6.(5D).7s,6D,9/2,,,L18349c140,
Fe,3,,,1420.0259,0.0022,,1.2E+02,C,20051.36,90472.61,3d6,3H,6,3d5.(4F).4s,3F,4,E2,u45,,
Fe,5,1420.124,0.004,1420.1161,0.0018,1100,3.2E+08,C,204729.74,275146.52,3d3.(4P).4s,5P,1,3d3.(4P).4p,5D*,1,,T6653c93,L3625,
Fe,2,1420.130,0.002,1420.12995,0.00008,500,,,32909.883,103325.974,3d6.(1I).4s,a 2I,11/2,3d6.(5D<3>).4f,2[5]*,11/2,,,L18349c140,
Fe,2,1420.202,0.002,1420.20454,0.00006,350,,,25805.3270,96217.720,3d6.(3G).4s,a 4G,9/2,3d5.(4P).4s.4p.(3P*),4D*,7/2,,,L18349c140,
Fe,2,1420.360,0.002,1420.36108,0.00014,5000,,,21711.8963,92116.529,3d6.(3H).4s,a 4H,7/2,3d5.(4G).4s.4p.(3P*),x 4H*,9/2,,,L18349c140,
Fe,5,1420.419,0.010,1420.418,0.003,1200,1.15E+08,C,196838.70,267240.50,3d3.(4F).4s,3F,4,3d3.(4F).4p,3F*,3,,T6653c93,L2884,
Fe,5,1420.465,0.007,1420.4765,0.0020,3300bl,2.7E+08,C,204975.19,275374.10,3d3.(4P).4s,5P,2,3d3.(4P).4p,3P*,2,,T6653c93,L3625,
Fe,2,1420.579,0.002,1420.57556,0.00008,6000bl(Fe II)*,,,13474.4474,83868.450,3d7,a 4P,5/2,3d6.(1F).4p,v 2D*,5/2,,,L18349c140,
Fe,2,1420.579,0.002,1420.58030,0.00008,6000bl(Fe II)*,2.3E+07,D,26932.7348,97326.503,3d6.(3P2).4s,b 2P,1/2,3d5.(4P).4s.4p.(3P*),2P*,3/2,,T6892c83,L18349c140,
Fe,5,1420.602,0.004,1420.6049,0.0018,1100,4.4E+08,C,209109.88,279502.43,3d3.(2G).4s,3G,4,3d3.(2G).4p,3G*,4,,T6653c93,L3625,
Fe,2,1420.673,0.002,1420.67245,0.00008,6000bl(Fe II)*,1.5E+07,D,22939.3512,93328.553,3d6.(3F2).4s,b 4F,5/2,3d6.(3F1).4p,u 4F*,3/2,,T6892c83,L18349c140,
Fe,2,1420.673,0.002,1420.67366,0.00006,6000bl(Fe II)*,,,1872.5998,72261.742,3d7,a 4F,9/2,3d6.(1G2).4p,x 2H*,11/2,,,L18349c140,
Fe,5,1420.749,0.004,1420.7486,0.0018,510,8.8E+07,C,214525.59,284911.02,3d3.(2P).4s,3P,2,3d3.(2P).4p,3D*,2,,T6653c93,L3625,
Fe,2,1420.908,0.002,1420.9158,0.0006,7000,8E+07,D+,21711.8963,92089.043,3d6.(3H).4s,a 4H,7/2,3d5.(4G).4s.4p.(3P*),x 4H*,7/2,,T6892c83,L18349c140,
Fe,5,1421.016,0.004,1421.0167,0.0020,750,1.9E+08,C,215782.44,286154.59,3d3.(2D2).4s,3D,1,3d3.(2D2).4p,3F*,2,,T6653c93,L3625,
Fe,2,1421.178,0.002,1421.1788,0.0006,6000,9E+06,D,23031.2829,93395.407,3d6.(3F2).4s,b 4F,3/2,3d6.(3F1).4p,u 4F*,5/2,,T6892c83,L18349c140,
Fe,2,1421.364,0.002,1421.36476,0.00020,2000,8E+06,D,36126.412,106481.329,3d6.(3D).4s,b 2D,3/2,3d5.(4F).4s.4p.(3P*),6F*,3/2,,T6892c83,L18349c140,
Fe,2,1421.444,0.002,1421.44121,0.00008,4000,,,2837.9807,73189.114,3d7,a 4F,5/2,3d6.(3D).4p,y 2P*,3/2,,,L18349c140,
Fe,2,1421.469,0.002,1421.46847,0.00016,2000,1.5E+07,D,36126.412,106476.196,3d6.(3D).4s,b 2D,3/2,3d5.(4F).4s.4p.(3P*),6F*,1/2,,T6892c83,L18349c140,
Fe,5,1421.981,0.004,1421.9775,0.0018,120,1.1E+07,D+,216537.95,286862.55,3d3.(2D2).4s,3D,3,3d3.(4P).4p,3D*,2,,T6653c93,L3625,
Fe,2,1422.085,0.002,1422.07998,0.00010,6000,9E+06,D,22810.3459,93129.879,3d6.(3F2).4s,b 4F,7/2,3d6.(3F1).4p,4D*,7/2,,T6892c83,L18349c140,
Fe,3,1422.303,0.005,1422.3017,0.0010,3300,1.2E+07,D,70694.40,141002.97,3d5.(4G).4s,3G,5,3d5.(a 2G).4p,3F*,4,,T6105,L11223,
Fe,5,1422.481,0.004,1422.4802,0.0018,1000,3.2E+08,C,214611.27,284911.02,3d3.(2P).4s,3P,1,3d3.(2P).4p,3D*,2,,T6653c93,L3625,
Fe,2,1422.531,0.002,1422.53035,0.00008,6000,4.5E+07,D+,23031.2829,93328.553,3d6.(3F2).4s,b 4F,3/2,3d6.(3F1).4p,u 4F*,3/2,,T6892c83,L18349c140,
Fe,2,1422.829,0.005,1422.83237,0.00006,1100,,,42114.8380,112397.186,3d6.(5D).4p,z 6F*,9/2,3d6.(5D).7s,6D,9/2,,,L18349c141,
Fe,2,1422.945,0.002,1422.94377,0.00006,1900,,,44753.8179,115030.664,3d6.(5D).4p,z 4F*,7/2,3d6.(3D).4d,4F,9/2,,,L18349c140,
Fe,2,1423.045,0.002,1423.04204,0.00008,500,1E+07,D,36126.412,106398.405,3d6.(3D).4s,b 2D,3/2,3d5.(4D).4s.4p.(3P*),2P*,3/2,,T6892c83,L18349c140,
Fe,2,1423.925,0.002,1423.92540,0.00020,5000,8E+07,E,36252.931,106481.329,3d6.(3D).4s,b 2D,5/2,3d5.(4F).4s.4p.(3P*),6F*,3/2,,T6892c83,L18349c140,
Fe,2,1424.027,0.002,1424.0288,0.0003,6000,1.3E+08,D+,31483.1979,101706.498,3d6.(3D).4s,b 4D,7/2,3d5.(4D).4s.4p.(3P*),4P*,5/2,,T6892c83,L18349c140,
Fe,2,1424.061,0.005,1424.05966,0.00006,8000,,,2430.1369,72651.914,3d7,a 4F,7/2,3d6.(3D).4p,w 4D*,7/2,,,L18349c141,
Fe,2,1424.151,0.002,1424.15792,0.00006,1300,,,2837.9807,73054.913,3d7,a 4F,5/2,3d6.(1G2).4p,x 2F*,5/2,,,L18349c140,
Fe,5,1424.292,0.006,1424.287,0.003,1100,,,216651.97,286862.55,3d3.(2D2).4s,3D,2,3d3.(4P).4p,3D*,2,,,"L7183,L11803",
Fe,2,1424.306,0.002,1424.3082,0.0003,6000,4.1E+07,D+,31364.4554,101573.977,3d6.(3D).4s,b 4D,3/2,3d5.(4D).4s.4p.(3P*),4P*,3/2,,T6892c83,L18349c140,
Fe,2,1424.387,0.002,1424.3893,0.0003,400,,,31368.453,101573.977,3d6.(3D).4s,b 4D,1/2,3d5.(4D).4s.4p.(3P*),4P*,3/2,,,L18349c140,
Fe,2,1424.463,0.002,1424.46251,0.00006,400,,,43620.9842,113822.902,3d6.(5D).4p,z 6P*,3/2,3d6.(3D).4d,4P,3/2,,,L18349c140,
Fe,2,1424.598,0.002,1424.59686,0.00006,5000bl(Fe II)*,,,44784.7859,114980.083,3d6.(5D).4p,z 4D*,5/2,3d6.(5D).6d,6P,7/2,,,L18349c140,
Fe,2,1424.598,0.002,1424.59791,0.00008,5000bl(Fe II)*,5E+06,D,13673.2045,83868.450,3d7,a 4P,3/2,3d6.(1F).4p,v 2D*,5/2,,T6892c83,L18349c140,
Fe,2,1424.722,0.002,1424.71732,0.00006,6000,2E+07,D+,2430.1369,72619.499,3d7,a 4F,7/2,3d6.(3D).4p,w 4D*,5/2,,T6892c83,L18349c140,
Fe,2,1424.784,0.002,1424.7856,0.0003,5000,1.1E+08,D+,31387.9788,101573.977,3d6.(3D).4s,b 4D,5/2,3d5.(4D).4s.4p.(3P*),4P*,3/2,,T6892c83,L18349c140,
Fe,3,,,1424.8345,0.0020,,1E+02,C,20300.59,90484.18,3d6,3H,5,3d5.(4F).4s,3F,3,E2,u45,,
Fe,2,1424.946,0.002,1424.94386,0.00006,1500bl(Fe II)*,,,2837.9807,73016.184,3d7,a 4F,5/2,3d6.(1G2).4p,x 2F*,7/2,,,L18349c140,
Fe,2,1424.946,0.002,1424.94764,0.00008,1500bl(Fe II)*,,,16369.4098,86547.427,3d7,a 2G,7/2,3d6.(1F).4p,u 2F*,5/2,,,L18349c140,
Fe,3,,,1425.0694,0.0020,,2.4E+01,D+,20300.59,90472.61,3d6,3H,5,3d5.(4F).4s,3F,4,E2,u45,,
